Date,Datetime,Hour,Time_of_day,Day_of_week,Month,Month_year,Year,Payment_type,Card,Coffee_name,Money
2/24/2025,2/24/2025 18:21,18,evening,Monday,February,2025-02,2025,card,ANON-0000-0000-1191,Latte,35.76
2/24/2025,2/24/2025 19:04,19,evening,Monday,February,2025-02,2025,card,ANON-0000-0000-0878,Americano with Milk,30.86
2/24/2025,2/24/2025 19:24,19,evening,Monday,February,2025-02,2025,card,ANON-0000-0000-1179,Hot Chocolate,35.76
2/24/2025,2/24/2025 19:24,19,evening,Monday,February,2025-02,2025,card,ANON-0000-0000-1247,Latte,35.76
2/24/2025,2/24/2025 19:26,19,evening,Monday,February,2025-02,2025,card,ANON-0000-0000-1179,Cocoa,35.76
2/24/2025,2/24/2025 20:14,20,evening,Monday,February,2025-02,2025,card,ANON-0000-0000-1156,Cocoa,35.76
2/25/2025,2/25/2025 8:00,8,morning,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1153,Americano with Milk,30.86
2/25/2025,2/25/2025 8:49,8,morning,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1152,Americano,25.96
2/25/2025,2/25/2025 8:50,8,morning,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1152,Americano with Milk,30.86
2/25/2025,2/25/2025 10:02,10,morning,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1237,Espresso,21.06
2/25/2025,2/25/2025 11:03,11,morning,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/25/2025,2/25/2025 11:04,11,morning,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1152,Americano,25.96
2/25/2025,2/25/2025 12:20,12,at noon,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
2/25/2025,2/25/2025 14:14,14,at noon,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1161,Cappuccino,35.76
2/25/2025,2/25/2025 16:49,16,at noon,Tuesday,February,2025-02,2025,card,ANON-0000-0000-0019,Americano,25.96
2/25/2025,2/25/2025 16:50,16,at noon,Tuesday,February,2025-02,2025,card,ANON-0000-0000-0019,Americano,25.96
2/25/2025,2/25/2025 18:19,18,evening,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1234,Cocoa,35.76
2/25/2025,2/25/2025 19:32,19,evening,Tuesday,February,2025-02,2025,card,ANON-0000-0000-1152,Cappuccino,35.76
2/26/2025,2/26/2025 8:57,8,morning,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/26/2025,2/26/2025 10:11,10,morning,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1248,Americano with Milk,30.86
2/26/2025,2/26/2025 10:12,10,morning,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1248,Americano with Milk,30.86
2/26/2025,2/26/2025 10:16,10,morning,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1155,Hot Chocolate,35.76
2/26/2025,2/26/2025 13:13,13,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1168,Cocoa,35.76
2/26/2025,2/26/2025 13:31,13,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1191,Latte,35.76
2/26/2025,2/26/2025 15:01,15,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1110,Americano,25.96
2/26/2025,2/26/2025 15:14,15,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1249,Americano,25.96
2/26/2025,2/26/2025 15:17,15,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1247,Cortado,25.96
2/26/2025,2/26/2025 15:20,15,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1250,Hot Chocolate,35.76
2/26/2025,2/26/2025 15:20,15,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1250,Americano,25.96
2/26/2025,2/26/2025 15:28,15,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1190,Americano,25.96
2/26/2025,2/26/2025 16:20,16,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1164,Latte,35.76
2/26/2025,2/26/2025 16:55,16,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1165,Hot Chocolate,35.76
2/26/2025,2/26/2025 16:56,16,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1191,Latte,35.76
2/26/2025,2/26/2025 17:22,17,at noon,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1166,Americano with Milk,30.86
2/26/2025,2/26/2025 18:11,18,evening,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1163,Latte,35.76
2/26/2025,2/26/2025 18:13,18,evening,Wednesday,February,2025-02,2025,card,ANON-0000-0000-1163,Cappuccino,35.76
2/27/2025,2/27/2025 7:19,7,morning,Thursday,February,2025-02,2025,card,ANON-0000-0000-1163,Cappuccino,35.76
2/27/2025,2/27/2025 7:21,7,morning,Thursday,February,2025-02,2025,card,ANON-0000-0000-1161,Cappuccino,35.76
2/27/2025,2/27/2025 10:52,10,morning,Thursday,February,2025-02,2025,card,ANON-0000-0000-1237,Espresso,21.06
2/27/2025,2/27/2025 11:08,11,morning,Thursday,February,2025-02,2025,card,ANON-0000-0000-1168,Cocoa,35.76
2/27/2025,2/27/2025 12:48,12,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1251,Cocoa,35.76
2/27/2025,2/27/2025 13:29,13,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1252,Americano with Milk,30.86
2/27/2025,2/27/2025 14:23,14,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1163,Americano,25.96
2/27/2025,2/27/2025 14:43,14,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1253,Latte,35.76
2/27/2025,2/27/2025 15:47,15,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/27/2025,2/27/2025 16:28,16,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/27/2025,2/27/2025 17:12,17,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1190,Americano,25.96
2/27/2025,2/27/2025 17:23,17,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/27/2025,2/27/2025 17:53,17,at noon,Thursday,February,2025-02,2025,card,ANON-0000-0000-1254,Latte,35.76
2/27/2025,2/27/2025 18:17,18,evening,Thursday,February,2025-02,2025,card,ANON-0000-0000-1208,Latte,35.76
2/27/2025,2/27/2025 18:38,18,evening,Thursday,February,2025-02,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
2/27/2025,2/27/2025 18:40,18,evening,Thursday,February,2025-02,2025,card,ANON-0000-0000-1179,Cocoa,35.76
2/27/2025,2/27/2025 18:40,18,evening,Thursday,February,2025-02,2025,card,ANON-0000-0000-1179,Cocoa,35.76
2/27/2025,2/27/2025 19:14,19,evening,Thursday,February,2025-02,2025,card,ANON-0000-0000-1215,Latte,35.76
2/27/2025,2/27/2025 20:02,20,evening,Thursday,February,2025-02,2025,card,ANON-0000-0000-0046,Cappuccino,35.76
2/28/2025,2/28/2025 6:52,6,evening,Friday,February,2025-02,2025,card,ANON-0000-0000-1163,Americano with Milk,30.86
2/28/2025,2/28/2025 6:55,6,evening,Friday,February,2025-02,2025,card,ANON-0000-0000-1163,Americano with Milk,30.86
2/28/2025,2/28/2025 7:18,7,morning,Friday,February,2025-02,2025,card,ANON-0000-0000-1161,Cappuccino,35.76
2/28/2025,2/28/2025 8:09,8,morning,Friday,February,2025-02,2025,card,ANON-0000-0000-1255,Espresso,21.06
2/28/2025,2/28/2025 9:02,9,morning,Friday,February,2025-02,2025,card,ANON-0000-0000-1162,Americano with Milk,30.86
2/28/2025,2/28/2025 14:44,14,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1110,Americano,25.96
2/28/2025,2/28/2025 14:45,14,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1110,Americano,25.96
2/28/2025,2/28/2025 14:47,14,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1163,Americano,25.96
2/28/2025,2/28/2025 14:52,14,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1191,Latte,35.76
2/28/2025,2/28/2025 15:19,15,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1110,Americano,25.96
2/28/2025,2/28/2025 16:22,16,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1156,Cocoa,35.76
2/28/2025,2/28/2025 16:30,16,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/28/2025,2/28/2025 17:21,17,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1191,Latte,35.76
2/28/2025,2/28/2025 17:31,17,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1256,Americano with Milk,30.86
2/28/2025,2/28/2025 17:32,17,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1170,Americano,25.96
2/28/2025,2/28/2025 17:33,17,at noon,Friday,February,2025-02,2025,card,ANON-0000-0000-1190,Americano,25.96
2/28/2025,2/28/2025 18:53,18,evening,Friday,February,2025-02,2025,card,ANON-0000-0000-1257,Latte,35.76
3/1/2025,3/1/2025 10:31,10,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/1/2025,3/1/2025 11:24,11,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1190,Americano,25.96
3/1/2025,3/1/2025 11:27,11,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/1/2025,3/1/2025 14:43,14,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1254,Latte,35.76
3/1/2025,3/1/2025 15:02,15,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1152,Americano,25.96
3/1/2025,3/1/2025 15:08,15,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1157,Americano with Milk,30.86
3/1/2025,3/1/2025 16:42,16,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/1/2025,3/1/2025 17:08,17,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1258,Americano,25.96
3/2/2025,3/2/2025 9:58,9,morning,Sunday,March,2025-03,2025,card,ANON-0000-0000-1163,Cocoa,35.76
3/2/2025,3/2/2025 12:17,12,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1189,Latte,35.76
3/2/2025,3/2/2025 13:36,13,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1217,Americano with Milk,30.86
3/2/2025,3/2/2025 15:22,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1152,Americano with Milk,30.86
3/2/2025,3/2/2025 15:23,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1152,Americano,25.96
3/2/2025,3/2/2025 15:24,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1190,Americano,25.96
3/3/2025,3/3/2025 8:24,8,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1161,Cappuccino,35.76
3/3/2025,3/3/2025 9:46,9,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1244,Cocoa,35.76
3/3/2025,3/3/2025 9:48,9,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1244,Latte,35.76
3/3/2025,3/3/2025 10:21,10,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1227,Hot Chocolate,35.76
3/3/2025,3/3/2025 10:24,10,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1259,Hot Chocolate,35.76
3/3/2025,3/3/2025 12:58,12,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/3/2025,3/3/2025 15:11,15,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/3/2025,3/3/2025 15:47,15,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1167,Americano,25.96
3/3/2025,3/3/2025 16:14,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1196,Cocoa,35.76
3/3/2025,3/3/2025 16:16,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/3/2025,3/3/2025 16:18,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1164,Latte,35.76
3/3/2025,3/3/2025 16:40,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1158,Cappuccino,35.76
3/3/2025,3/3/2025 16:42,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1158,Cappuccino,35.76
3/3/2025,3/3/2025 16:52,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1170,Americano,25.96
3/3/2025,3/3/2025 17:28,17,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1256,Americano with Milk,30.86
3/3/2025,3/3/2025 17:31,17,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/3/2025,3/3/2025 17:32,17,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1198,Hot Chocolate,35.76
3/3/2025,3/3/2025 17:32,17,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/3/2025,3/3/2025 17:57,17,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1179,Hot Chocolate,35.76
3/3/2025,3/3/2025 17:58,17,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1178,Hot Chocolate,35.76
3/3/2025,3/3/2025 18:03,18,evening,Monday,March,2025-03,2025,card,ANON-0000-0000-1162,Americano with Milk,30.86
3/3/2025,3/3/2025 18:46,18,evening,Monday,March,2025-03,2025,card,ANON-0000-0000-1257,Latte,35.76
3/4/2025,3/4/2025 7:19,7,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1161,Cappuccino,35.76
3/4/2025,3/4/2025 7:31,7,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/4/2025,3/4/2025 8:51,8,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1187,Americano with Milk,30.86
3/4/2025,3/4/2025 9:09,9,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/4/2025,3/4/2025 9:10,9,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/4/2025,3/4/2025 9:58,9,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1260,Americano,25.96
3/4/2025,3/4/2025 11:04,11,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1222,Americano with Milk,30.86
3/4/2025,3/4/2025 11:05,11,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1176,Americano,25.96
3/4/2025,3/4/2025 11:46,11,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1167,Americano,25.96
3/4/2025,3/4/2025 11:47,11,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1167,Americano,25.96
3/4/2025,3/4/2025 11:51,11,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1110,Americano,25.96
3/4/2025,3/4/2025 12:25,12,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1189,Cocoa,35.76
3/4/2025,3/4/2025 16:48,16,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1167,Americano,25.96
3/4/2025,3/4/2025 18:43,18,evening,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1234,Cocoa,35.76
3/4/2025,3/4/2025 19:10,19,evening,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1174,Latte,35.76
3/4/2025,3/4/2025 20:09,20,evening,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1246,Latte,35.76
3/5/2025,3/5/2025 8:39,8,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano with Milk,30.86
3/5/2025,3/5/2025 9:38,9,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1167,Americano,25.96
3/5/2025,3/5/2025 10:01,10,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/5/2025,3/5/2025 10:02,10,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/5/2025,3/5/2025 10:10,10,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1261,Cappuccino,35.76
3/5/2025,3/5/2025 10:40,10,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1248,Americano with Milk,30.86
3/5/2025,3/5/2025 11:08,11,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/5/2025,3/5/2025 11:10,11,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1262,Cocoa,35.76
3/5/2025,3/5/2025 11:38,11,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/5/2025,3/5/2025 11:41,11,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1167,Americano,25.96
3/5/2025,3/5/2025 12:12,12,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1110,Americano,25.96
3/5/2025,3/5/2025 15:07,15,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/5/2025,3/5/2025 15:21,15,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1164,Latte,35.76
3/5/2025,3/5/2025 15:25,15,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1165,Hot Chocolate,35.76
3/5/2025,3/5/2025 17:09,17,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1222,Americano with Milk,30.86
3/5/2025,3/5/2025 17:16,17,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1263,Espresso,21.06
3/5/2025,3/5/2025 17:31,17,at noon,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/5/2025,3/5/2025 18:13,18,evening,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1158,Cappuccino,35.76
3/5/2025,3/5/2025 19:02,19,evening,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1264,Cocoa,35.76
3/6/2025,3/6/2025 9:33,9,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1210,Hot Chocolate,35.76
3/6/2025,3/6/2025 9:35,9,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1207,Espresso,21.06
3/6/2025,3/6/2025 10:48,10,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1207,Americano with Milk,30.86
3/6/2025,3/6/2025 10:56,10,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/6/2025,3/6/2025 10:57,10,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/6/2025,3/6/2025 11:05,11,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1198,Americano,25.96
3/6/2025,3/6/2025 11:17,11,morning,Thursday,March,2025-03,2025,card,ANON-0000-0000-1265,Cappuccino,35.76
3/6/2025,3/6/2025 13:51,13,at noon,Thursday,March,2025-03,2025,card,ANON-0000-0000-1215,Latte,35.76
3/6/2025,3/6/2025 16:06,16,at noon,Thursday,March,2025-03,2025,card,ANON-0000-0000-1216,Americano with Milk,30.86
3/6/2025,3/6/2025 17:49,17,at noon,Thursday,March,2025-03,2025,card,ANON-0000-0000-1163,Cocoa,35.76
3/6/2025,3/6/2025 18:27,18,evening,Thursday,March,2025-03,2025,card,ANON-0000-0000-1158,Cappuccino,35.76
3/6/2025,3/6/2025 19:22,19,evening,Thursday,March,2025-03,2025,card,ANON-0000-0000-1153,Americano with Milk,30.86
3/7/2025,3/7/2025 7:05,7,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1161,Cappuccino,35.76
3/7/2025,3/7/2025 8:45,8,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1110,Americano,25.96
3/7/2025,3/7/2025 8:46,8,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1110,Americano,25.96
3/7/2025,3/7/2025 9:02,9,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/7/2025,3/7/2025 10:09,10,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1155,Hot Chocolate,35.76
3/7/2025,3/7/2025 10:26,10,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1266,Americano with Milk,30.86
3/7/2025,3/7/2025 10:27,10,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1266,Americano with Milk,30.86
3/7/2025,3/7/2025 10:41,10,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1262,Cocoa,35.76
3/7/2025,3/7/2025 11:50,11,morning,Friday,March,2025-03,2025,card,ANON-0000-0000-1189,Cocoa,35.76
3/7/2025,3/7/2025 12:03,12,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1157,Americano with Milk,30.86
3/7/2025,3/7/2025 13:43,13,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1210,Hot Chocolate,35.76
3/7/2025,3/7/2025 13:55,13,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1260,Americano,25.96
3/7/2025,3/7/2025 14:53,14,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/7/2025,3/7/2025 15:09,15,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/7/2025,3/7/2025 15:52,15,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1164,Latte,35.76
3/7/2025,3/7/2025 17:10,17,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/7/2025,3/7/2025 17:12,17,at noon,Friday,March,2025-03,2025,card,ANON-0000-0000-1165,Hot Chocolate,35.76
3/8/2025,3/8/2025 9:23,9,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1207,Americano with Milk,30.86
3/8/2025,3/8/2025 9:41,9,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1162,Americano with Milk,30.86
3/8/2025,3/8/2025 10:54,10,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/8/2025,3/8/2025 11:19,11,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1190,Americano,25.96
3/8/2025,3/8/2025 11:20,11,morning,Saturday,March,2025-03,2025,card,ANON-0000-0000-1190,Americano,25.96
3/8/2025,3/8/2025 12:41,12,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1267,Americano with Milk,30.86
3/8/2025,3/8/2025 12:45,12,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1110,Americano,25.96
3/8/2025,3/8/2025 13:40,13,at noon,Saturday,March,2025-03,2025,card,ANON-0000-0000-1162,Cappuccino,35.76
3/9/2025,3/9/2025 9:42,9,morning,Sunday,March,2025-03,2025,card,ANON-0000-0000-1268,Espresso,21.06
3/9/2025,3/9/2025 11:25,11,morning,Sunday,March,2025-03,2025,card,ANON-0000-0000-1269,Americano with Milk,30.86
3/9/2025,3/9/2025 13:51,13,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/9/2025,3/9/2025 14:18,14,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1163,Americano,25.96
3/9/2025,3/9/2025 15:12,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1153,Cappuccino,35.76
3/9/2025,3/9/2025 15:39,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1110,Americano,25.96
3/9/2025,3/9/2025 15:52,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1217,Americano with Milk,30.86
3/9/2025,3/9/2025 15:53,15,at noon,Sunday,March,2025-03,2025,card,ANON-0000-0000-1270,Cocoa,35.76
3/10/2025,3/10/2025 8:34,8,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1271,Americano,25.96
3/10/2025,3/10/2025 8:35,8,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1271,Latte,35.76
3/10/2025,3/10/2025 9:06,9,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1153,Americano with Milk,30.86
3/10/2025,3/10/2025 9:19,9,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1210,Hot Chocolate,35.76
3/10/2025,3/10/2025 9:50,9,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1272,Cocoa,35.76
3/10/2025,3/10/2025 10:18,10,morning,Monday,March,2025-03,2025,card,ANON-0000-0000-1273,Hot Chocolate,35.76
3/10/2025,3/10/2025 12:36,12,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1171,Americano,25.96
3/10/2025,3/10/2025 15:32,15,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1170,Americano,25.96
3/10/2025,3/10/2025 15:41,15,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1212,Hot Chocolate,35.76
3/10/2025,3/10/2025 16:18,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1191,Latte,35.76
3/10/2025,3/10/2025 16:18,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1165,Latte,35.76
3/10/2025,3/10/2025 16:24,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1274,Cappuccino,35.76
3/10/2025,3/10/2025 16:25,16,at noon,Monday,March,2025-03,2025,card,ANON-0000-0000-1274,Americano with Milk,30.86
3/10/2025,3/10/2025 18:15,18,evening,Monday,March,2025-03,2025,card,ANON-0000-0000-1170,Americano,25.96
3/10/2025,3/10/2025 18:48,18,evening,Monday,March,2025-03,2025,card,ANON-0000-0000-1257,Latte,35.76
3/10/2025,3/10/2025 18:49,18,evening,Monday,March,2025-03,2025,card,ANON-0000-0000-1257,Latte,35.76
3/10/2025,3/10/2025 19:26,19,evening,Monday,March,2025-03,2025,card,ANON-0000-0000-1157,Americano with Milk,30.86
3/11/2025,3/11/2025 8:46,8,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1170,Americano,25.96
3/11/2025,3/11/2025 9:12,9,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1163,Cappuccino,35.76
3/11/2025,3/11/2025 9:27,9,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1275,Latte,35.76
3/11/2025,3/11/2025 10:26,10,morning,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1170,Americano,25.96
3/11/2025,3/11/2025 12:33,12,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1170,Americano,25.96
3/11/2025,3/11/2025 13:16,13,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1171,Americano,25.96
3/11/2025,3/11/2025 16:29,16,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1276,Hot Chocolate,35.76
3/11/2025,3/11/2025 16:30,16,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1276,Cocoa,35.76
3/11/2025,3/11/2025 16:49,16,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1210,Hot Chocolate,35.76
3/11/2025,3/11/2025 17:46,17,at noon,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1184,Cappuccino,35.76
3/11/2025,3/11/2025 18:56,18,evening,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1157,Americano with Milk,30.86
3/11/2025,3/11/2025 19:07,19,evening,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1209,Latte,35.76
3/11/2025,3/11/2025 20:08,20,evening,Tuesday,March,2025-03,2025,card,ANON-0000-0000-1185,Cocoa,35.76
3/12/2025,3/12/2025 11:11,11,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1277,Cocoa,35.76
3/12/2025,3/12/2025 11:47,11,morning,Wednesday,March,2025-03,2025,card,ANON-0000-0000-1161,Americano with Milk,30.86
